"","country_territory_area","date_start","npi_label","stage_label"
"8373","Bulgaria","06/04/2020","8.3_Other measures__Financial packages","new"
"8374","Bulgaria","07/04/2020","8.3_Other measures__Financial packages","new"
"8375","Bulgaria","10/04/2020","8.3_Other measures__Financial packages","new"
"8376","Bulgaria","10/04/2020","8.3_Other measures__Financial packages","new"
"8377","Bulgaria","13/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8378","Bulgaria","21/04/2020","8.3_Other measures__Financial packages","new"
"8379","Bulgaria","27/04/2020","8.3_Other measures__Financial packages","new"
"8380","Bulgaria","29/04/2020","8.3_Other measures__Financial packages","new"
"8381","Bulgaria","31/05/2020","8.3_Other measures__Financial packages","new"
"8382","Bulgaria","31/05/2020","8.3_Other measures__Financial packages","new"
"8383","Bulgaria","02/06/2020","8.3_Other measures__Financial packages","new"
"8384","Bulgaria","02/06/2020","8.3_Other measures__Financial packages","new"
"8385","Bulgaria","03/06/2020","8.3_Other measures__Financial packages","new"
"8386","Bulgaria","03/06/2020","8.3_Other measures__Financial packages","new"
"8387","Bulgaria","04/06/2020","8.3_Other measures__Financial packages","new"
"8388","Bulgaria","04/06/2020","8.3_Other measures__Financial packages","new"
"8389","Bulgaria","10/06/2020","8.3_Other measures__Financial packages","new"
"8390","Bulgaria","10/06/2020","8.3_Other measures__Financial packages","new"
"8391","Bulgaria","10/06/2020","8.3_Other measures__Financial packages","new"
"8392","Bulgaria","10/06/2020","8.3_Other measures__Financial packages","new"
"8393","Bulgaria","15/06/2020","8.3_Other measures__Financial packages","new"
"8394","Bulgaria","24/06/2020","8.3_Other measures__Financial packages","new"
"8395","Bulgaria","01/07/2020","8.3_Other measures__Financial packages","new"
"8396","Bulgaria","01/07/2020","8.3_Other measures__Financial packages","new"
"8397","Bulgaria","01/07/2020","8.3_Other measures__Financial packages","new"
"8398","Bulgaria","06/07/2020","8.3_Other measures__Financial packages","new"
"8399","Bulgaria","15/07/2020","8.3_Other measures__Financial packages","new"
"8400","Bulgaria","27/07/2020","8.3_Other measures__Financial packages","new"
"8401","Bulgaria","27/07/2020","8.3_Other measures__Financial packages","new"
"8402","Bulgaria","31/01/2020","8.2_Other measures__Scaling up","new"
"8403","Bulgaria","08/03/2020","8.2_Other measures__Scaling up","new"
"8404","Bulgaria","10/04/2020","8.2_Other measures__Scaling up","new"
"8405","Bulgaria","11/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8406","Bulgaria","10/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8407","Bulgaria","02/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","phase-out/finish"
"8408","Bulgaria","08/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8409","Bulgaria","31/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8410","Bulgaria","02/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8411","Bulgaria","03/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8412","Bulgaria","04/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8413","Bulgaria","10/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8414","Bulgaria","01/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8415","Burkina Faso","06/04/2020","8.3_Other measures__Financial packages","new"
"8416","Burkina Faso","27/03/2020","8.2_Other measures__Scaling up","new"
"8417","Burkina Faso","13/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8418","Burkina Faso","16/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8419","Burkina Faso","06/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8420","Burkina Faso","14/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8421","Burkina Faso","05/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8422","Burkina Faso","02/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8423","Burkina Faso","12/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8424","Burkina Faso","02/06/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"8425","Burkina Faso","02/06/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"8426","Burundi","01/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8427","Burundi","01/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8428","Burundi","14/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8429","Burundi","08/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8430","Burundi","29/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8431","Burundi","11/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8432","Burundi","03/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8433","Burundi","16/03/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"8434","Cabo Verde","24/03/2020","8.3_Other measures__Financial packages","new"
"8435","Cabo Verde","24/03/2020","8.3_Other measures__Financial packages","new"
"8436","Cabo Verde","27/03/2020","8.3_Other measures__Financial packages","new"
"8437","Cabo Verde","27/03/2020","8.3_Other measures__Financial packages","new"
"8438","Cabo Verde","01/04/2020","8.3_Other measures__Financial packages","new"
"8439","Cabo Verde","01/04/2020","8.3_Other measures__Financial packages","new"
"8440","Cabo Verde","01/04/2020","8.3_Other measures__Financial packages","new"
"8441","Cabo Verde","03/04/2020","8.3_Other measures__Financial packages","new"
"8442","Cabo Verde","13/04/2020","8.3_Other measures__Financial packages","new"
"8443","Cabo Verde","13/04/2020","8.3_Other measures__Financial packages","new"
"8444","Cabo Verde","13/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8445","Cabo Verde","13/04/2020","8.3_Other measures__Financial packages","new"
"8446","Cabo Verde","23/04/2020","8.3_Other measures__Financial packages","new"
"8447","Cabo Verde","24/04/2020","8.3_Other measures__Financial packages","new"
"8448","Cabo Verde","02/05/2020","8.3_Other measures__Financial packages","modification/extension"
"8449","Cabo Verde","02/05/2020","8.3_Other measures__Financial packages","new"
"8450","Cabo Verde","02/05/2020","8.3_Other measures__Financial packages","new"
"8451","Cabo Verde","05/05/2020","8.3_Other measures__Financial packages","new"
"8452","Cabo Verde","05/05/2020","8.3_Other measures__Financial packages","new"
"8453","Cabo Verde","05/05/2020","8.3_Other measures__Financial packages","new"
"8454","Cabo Verde","13/05/2020","8.3_Other measures__Financial packages","new"
"8455","Cabo Verde","13/05/2020","8.3_Other measures__Financial packages","new"
"8456","Cabo Verde","22/05/2020","8.3_Other measures__Financial packages","new"
"8457","Cabo Verde","22/05/2020","8.3_Other measures__Financial packages","new"
"8458","Cabo Verde","29/05/2020","8.3_Other measures__Financial packages","phase-out/finish"
"8459","Cabo Verde","29/05/2020","8.3_Other measures__Financial packages","phase-out/finish"
"8460","Cabo Verde","05/06/2020","8.3_Other measures__Financial packages","phase-out/finish"
"8461","Cabo Verde","22/06/2020","8.3_Other measures__Financial packages","new"
"8462","Cabo Verde","23/06/2020","8.3_Other measures__Financial packages","new"
"8463","Cabo Verde","30/06/2020","8.3_Other measures__Financial packages","new"
"8464","Cabo Verde","30/06/2020","8.3_Other measures__Financial packages","new"
"8465","Cabo Verde","16/03/2020","8.2_Other measures__Scaling up","new"
"8466","Cabo Verde","03/04/2020","8.2_Other measures__Scaling up","new"
"8467","Cabo Verde","07/04/2020","8.2_Other measures__Scaling up","new"
"8468","Cabo Verde","07/04/2020","8.2_Other measures__Scaling up","new"
"8469","Cabo Verde","18/04/2020","8.2_Other measures__Scaling up","new"
"8470","Cabo Verde","24/04/2020","8.2_Other measures__Scaling up","new"
"8471","Cabo Verde","24/04/2020","8.2_Other measures__Scaling up","new"
"8472","Cabo Verde","24/04/2020","8.2_Other measures__Scaling up","new"
"8473","Cabo Verde","24/04/2020","8.2_Other measures__Scaling up","new"
"8474","Cabo Verde","24/04/2020","8.2_Other measures__Scaling up","new"
"8475","Cabo Verde","05/05/2020","8.2_Other measures__Scaling up","new"
"8476","Cabo Verde","29/05/2020","8.2_Other measures__Scaling up","new"
"8477","Cabo Verde","22/06/2020","8.2_Other measures__Scaling up","new"
"8478","Cabo Verde","06/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8479","Cabo Verde","18/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8480","Cabo Verde","20/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8481","Cabo Verde","27/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8482","Cabo Verde","18/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8483","Cabo Verde","24/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8484","Cabo Verde","05/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8485","Cabo Verde","08/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8486","Cabo Verde","18/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8487","Cabo Verde","29/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8488","Cabo Verde","29/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8489","Cabo Verde","30/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8490","Cabo Verde","10/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8491","Cambodia","09/03/2020","8.3_Other measures__Financial packages","new"
"8492","Cambodia","02/04/2020","8.3_Other measures__Financial packages","new"
"8493","Cambodia","08/04/2020","8.3_Other measures__Financial packages","new"
"8494","Cambodia","21/05/2020","8.3_Other measures__Financial packages","new"
"8495","Cambodia","16/06/2020","8.3_Other measures__Financial packages","new"
"8496","Cambodia","24/06/2020","8.3_Other measures__Financial packages","new"
"8497","Cambodia","25/06/2020","8.3_Other measures__Financial packages","new"
"8498","Cambodia","25/06/2020","8.3_Other measures__Financial packages","new"
"8499","Cambodia","08/07/2020","8.3_Other measures__Financial packages","new"
"8500","Cambodia","21/07/2020","8.3_Other measures__Financial packages","new"
"8501","Cambodia","21/07/2020","8.3_Other measures__Financial packages","new"
"8502","Cambodia","21/07/2020","8.3_Other measures__Financial packages","new"
"8503","Cambodia","10/04/2020","8.5_Other measures__Other","new"
"8504","Cambodia","26/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8505","Cameroon","30/03/2020","8.3_Other measures__Financial packages","modification/extension"
"8506","Cameroon","31/03/2020","8.3_Other measures__Financial packages","new"
"8507","Cameroon","20/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8508","Cameroon","01/06/2020","8.3_Other measures__Financial packages","new"
"8509","Cameroon","01/06/2020","8.3_Other measures__Financial packages","new"
"8510","Cameroon","23/03/2020","8.2_Other measures__Scaling up","modification/extension"
"8511","Cameroon","04/04/2020","8.2_Other measures__Scaling up","modification/extension"
"8512","Cameroon","09/04/2020","8.2_Other measures__Scaling up","modification/extension"
"8513","Cameroon","09/04/2020","8.2_Other measures__Scaling up","modification/extension"
"8514","Cameroon","20/04/2020","8.2_Other measures__Scaling up","modification/extension"
"8515","Cameroon","05/05/2020","8.2_Other measures__Scaling up","new"
"8516","Cameroon","07/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"8517","Cameroon","07/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"8518","Cameroon","02/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"8519","Cameroon","04/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8520","Cameroon","07/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8521","Cameroon","09/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"8522","Cameroon","20/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"8523","Canada","11/03/2020","8.3_Other measures__Financial packages","new"
"8524","Canada","11/03/2020","8.3_Other measures__Financial packages","new"
"8525","Canada","11/03/2020","8.3_Other measures__Financial packages","new"
"8526","Canada","12/03/2020","8.3_Other measures__Financial packages","new"
"8527","Canada","15/03/2020","8.3_Other measures__Financial packages","new"
"8528","Canada","17/03/2020","8.3_Other measures__Financial packages","new"
"8529","Canada","18/03/2020","8.3_Other measures__Financial packages","new"
"8530","Canada","18/03/2020","8.3_Other measures__Financial packages","new"
"8531","Canada","18/03/2020","8.3_Other measures__Financial packages","modification/extension"
"8532","Canada","18/03/2020","8.3_Other measures__Financial packages","modification/extension"
"8533","Canada","18/03/2020","8.3_Other measures__Financial packages","new"
"8534","Canada","18/03/2020","8.3_Other measures__Financial packages","new"
"8535","Canada","24/03/2020","8.3_Other measures__Financial packages","new"
"8536","Canada","31/03/2020","8.3_Other measures__Financial packages","new"
"8537","Canada","01/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8538","Canada","03/04/2020","8.3_Other measures__Financial packages","new"
"8539","Canada","04/04/2020","8.3_Other measures__Financial packages","new"
"8540","Canada","05/04/2020","8.3_Other measures__Financial packages","new"
"8541","Canada","06/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8542","Canada","11/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8543","Canada","13/04/2020","8.3_Other measures__Financial packages","new"
"8544","Canada","13/04/2020","8.3_Other measures__Financial packages","new"
"8545","Canada","14/04/2020","8.3_Other measures__Financial packages","new"
"8546","Canada","18/04/2020","8.3_Other measures__Financial packages","new"
"8547","Canada","21/04/2020","8.3_Other measures__Financial packages","new"
"8548","Canada","23/04/2020","8.3_Other measures__Financial packages","new"
"8549","Canada","23/04/2020","8.3_Other measures__Financial packages","new"
"8550","Canada","23/04/2020","8.3_Other measures__Financial packages","new"
"8551","Canada","03/05/2020","8.3_Other measures__Financial packages","new"
"8552","Canada","03/05/2020","8.3_Other measures__Financial packages","new"
"8553","Canada","05/05/2020","8.3_Other measures__Financial packages","new"
"8554","Canada","06/05/2020","8.3_Other measures__Financial packages","new"
"8555","Canada","08/05/2020","8.3_Other measures__Financial packages","new"
"8556","Canada","08/05/2020","8.3_Other measures__Financial packages","new"
"8557","Canada","15/05/2020","8.3_Other measures__Financial packages","new"
"8558","Canada","15/05/2020","8.3_Other measures__Financial packages","new"
"8559","Canada","15/05/2020","8.3_Other measures__Financial packages","modification/extension"
"8560","Canada","16/05/2020","8.3_Other measures__Financial packages","new"
"8561","Canada","16/05/2020","8.3_Other measures__Financial packages","new"
"8562","Canada","19/05/2020","8.3_Other measures__Financial packages","new"
"8563","Canada","21/05/2020","8.3_Other measures__Financial packages","new"
"8564","Canada","25/05/2020","8.3_Other measures__Financial packages","new"
"8565","Canada","29/05/2020","8.3_Other measures__Financial packages","modification/extension"
"8566","Canada","29/05/2020","8.3_Other measures__Financial packages","new"
"8567","Canada","01/06/2020","8.3_Other measures__Financial packages","new"
"8568","Canada","04/06/2020","8.3_Other measures__Financial packages","new"
"8569","Canada","06/06/2020","8.3_Other measures__Financial packages","new"
"8570","Canada","06/06/2020","8.3_Other measures__Financial packages","new"
"8571","Canada","08/06/2020","8.3_Other measures__Financial packages","new"
"8572","Canada","09/06/2020","8.3_Other measures__Financial packages","new"
"8573","Canada","10/06/2020","8.3_Other measures__Financial packages","new"
"8574","Canada","10/06/2020","8.3_Other measures__Financial packages","new"
"8575","Canada","10/06/2020","8.3_Other measures__Financial packages","new"
"8576","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8577","Canada","12/06/2020","8.3_Other measures__Financial packages","new"
"8578","Canada","12/06/2020","8.3_Other measures__Financial packages","new"
"8579","Canada","15/06/2020","8.3_Other measures__Financial packages","new"
"8580","Canada","15/06/2020","8.3_Other measures__Financial packages","new"
"8581","Canada","17/06/2020","8.3_Other measures__Financial packages","new"
"8582","Canada","19/06/2020","8.3_Other measures__Financial packages","new"
"8583","Canada","22/06/2020","8.3_Other measures__Financial packages","new"
"8584","Canada","22/06/2020","8.3_Other measures__Financial packages","new"
"8585","Canada","23/06/2020","8.3_Other measures__Financial packages","new"
"8586","Canada","27/06/2020","8.3_Other measures__Financial packages","new"
"8587","Canada","29/06/2020","8.3_Other measures__Financial packages","phase-out/finish"
"8588","Canada","30/06/2020","8.3_Other measures__Financial packages","new"
"8589","Canada","02/07/2020","8.3_Other measures__Financial packages","new"
"8590","Canada","02/07/2020","8.3_Other measures__Financial packages","new"
"8591","Canada","16/07/2020","8.3_Other measures__Financial packages","new"
"8592","Canada","04/03/2020","8.5_Other measures__Other","modification/extension"
"8593","Canada","10/04/2020","8.5_Other measures__Other","new"
"8594","Canada","15/04/2020","8.5_Other measures__Other","new"
"8595","Canada","08/05/2020","8.5_Other measures__Other","new"
"8596","Canada","10/05/2020","8.5_Other measures__Other","new"
"8597","Canada","22/05/2020","8.5_Other measures__Other","new"
"8598","Canada","07/06/2020","8.5_Other measures__Other","new"
"8599","Canada","01/02/2020","8.2_Other measures__Scaling up","new"
"8600","Canada","09/03/2020","8.2_Other measures__Scaling up","new"
"8601","Canada","13/03/2020","8.2_Other measures__Scaling up","new"
"8602","Canada","18/03/2020","8.2_Other measures__Scaling up","new"
"8603","Canada","19/03/2020","8.2_Other measures__Scaling up","new"
"8604","Canada","20/03/2020","8.2_Other measures__Scaling up","new"
"8605","Canada","23/03/2020","8.2_Other measures__Scaling up","new"
"8606","Canada","25/03/2020","8.2_Other measures__Scaling up","new"
"8607","Canada","03/04/2020","8.2_Other measures__Scaling up","new"
"8608","Canada","14/04/2020","8.2_Other measures__Scaling up","new"
"8609","Canada","15/04/2020","8.2_Other measures__Scaling up","new"
"8610","Canada","03/05/2020","8.2_Other measures__Scaling up","new"
"8611","Canada","12/05/2020","8.2_Other measures__Scaling up","new"
"8612","Canada","25/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8613","Canada","13/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8614","Canada","13/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8615","Canada","20/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8616","Canada","26/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8617","Canada","31/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8618","Canada","07/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"8619","Canada","13/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8620","Canada","14/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8621","Canada","30/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8622","Canada","22/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8623","Canada","22/03/2020","8.4.2_Other measures_Communications and engagement_Other communications","modification/extension"
"8624","Canada","06/05/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"8625","Canada","11/05/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"8626","Canada","05/06/2020","8.3_Other measures__Financial packages","new"
"8627","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8628","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8629","Canada","03/07/2020","8.3_Other measures__Financial packages","new"
"8630","Canada","25/06/2020","8.3_Other measures__Financial packages","new"
"8631","Canada","02/07/2020","8.3_Other measures__Financial packages","new"
"8632","Canada","30/06/2020","8.3_Other measures__Financial packages","new"
"8633","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8634","Canada","08/06/2020","8.3_Other measures__Financial packages","new"
"8635","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8636","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8637","Canada","25/06/2020","8.3_Other measures__Financial packages","new"
"8638","Canada","03/07/2020","8.3_Other measures__Financial packages","new"
"8639","Canada","25/06/2020","8.3_Other measures__Financial packages","new"
"8640","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8641","Canada","12/06/2020","8.3_Other measures__Financial packages","new"
"8642","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8643","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8644","Canada","12/06/2020","8.3_Other measures__Financial packages","new"
"8645","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8646","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8647","Canada","24/06/2020","8.3_Other measures__Financial packages","new"
"8648","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8649","Canada","10/06/2020","8.3_Other measures__Financial packages","new"
"8650","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8651","Canada","23/06/2020","8.3_Other measures__Financial packages","new"
"8652","Canada","26/06/2020","8.3_Other measures__Financial packages","new"
"8653","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8654","Canada","16/06/2020","8.3_Other measures__Financial packages","new"
"8655","Canada","11/06/2020","8.3_Other measures__Financial packages","new"
"8656","Canada","12/06/2020","8.3_Other measures__Financial packages","new"
"8657","Canada","15/05/2020","8.3_Other measures__Financial packages","modification/extension"
"8658","Canada","13/05/2020","8.3_Other measures__Financial packages","new"
"8659","Canada","08/04/2020","8.3_Other measures__Financial packages","new"
"8660","Canada","13/05/2020","8.3_Other measures__Financial packages","new"
"8661","Canada","14/05/2020","8.3_Other measures__Financial packages","new"
"8662","Canada","04/05/2020","8.3_Other measures__Financial packages","new"
"8663","Canada","07/05/2020","8.5_Other measures__Other","modification/extension"
"8664","Central African Republic","14/03/2020","8.3_Other measures__Financial packages","new"
"8665","Central African Republic","07/05/2020","8.3_Other measures__Financial packages","new"
"8666","Central African Republic","18/06/2020","8.3_Other measures__Financial packages","new"
"8667","Central African Republic","23/06/2020","8.3_Other measures__Financial packages","new"
"8668","Central African Republic","14/07/2020","8.3_Other measures__Financial packages","new"
"8669","Central African Republic","13/03/2020","8.5_Other measures__Other","new"
"8670","Central African Republic","14/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8671","Central African Republic","11/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8672","Central African Republic","23/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8673","Central African Republic","14/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8674","Central African Republic","24/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8675","Chad","27/03/2020","8.3_Other measures__Financial packages","new"
"8676","Chad","01/04/2020","8.3_Other measures__Financial packages","new"
"8677","Chad","01/04/2020","8.3_Other measures__Financial packages","new"
"8678","Chad","01/04/2020","8.3_Other measures__Financial packages","new"
"8679","Chad","14/04/2020","8.3_Other measures__Financial packages","new"
"8680","Chad","14/04/2020","8.3_Other measures__Financial packages","new"
"8681","Chad","15/04/2020","8.3_Other measures__Financial packages","new"
"8682","Chad","23/04/2020","8.3_Other measures__Financial packages","new"
"8683","Chad","23/04/2020","8.3_Other measures__Financial packages","new"
"8684","Chad","12/05/2020","8.3_Other measures__Financial packages","new"
"8685","Chad","15/05/2020","8.3_Other measures__Financial packages","new"
"8686","Chad","20/05/2020","8.3_Other measures__Financial packages","new"
"8687","Chad","14/04/2020","8.2_Other measures__Scaling up","new"
"8688","Chad","23/04/2020","8.2_Other measures__Scaling up","new"
"8689","Chad","15/05/2020","8.2_Other measures__Scaling up","new"
"8690","Chad","15/05/2020","8.2_Other measures__Scaling up","new"
"8691","Chad","24/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8692","Chad","12/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8693","Chile","13/03/2020","8.3_Other measures__Financial packages","new"
"8694","Chile","19/03/2020","8.3_Other measures__Financial packages","new"
"8695","Chile","25/03/2020","8.3_Other measures__Financial packages","new"
"8696","Chile","27/03/2020","8.3_Other measures__Financial packages","new"
"8697","Chile","02/04/2020","8.3_Other measures__Financial packages","new"
"8698","Chile","06/04/2020","8.3_Other measures__Financial packages","new"
"8699","Chile","08/04/2020","8.3_Other measures__Financial packages","new"
"8700","Chile","09/04/2020","8.3_Other measures__Financial packages","new"
"8701","Chile","14/04/2020","8.3_Other measures__Financial packages","new"
"8702","Chile","14/04/2020","8.3_Other measures__Financial packages","new"
"8703","Chile","20/04/2020","8.3_Other measures__Financial packages","new"
"8704","Chile","21/04/2020","8.3_Other measures__Financial packages","new"
"8705","Chile","02/05/2020","8.3_Other measures__Financial packages","new"
"8706","Chile","04/05/2020","8.3_Other measures__Financial packages","new"
"8707","Chile","06/05/2020","8.3_Other measures__Financial packages","new"
"8708","Chile","07/05/2020","8.3_Other measures__Financial packages","new"
"8709","Chile","17/05/2020","8.3_Other measures__Financial packages","new"
"8710","Chile","29/05/2020","8.3_Other measures__Financial packages","new"
"8711","Chile","05/06/2020","8.3_Other measures__Financial packages","new"
"8712","Chile","06/06/2020","8.3_Other measures__Financial packages","new"
"8713","Chile","10/06/2020","8.3_Other measures__Financial packages","new"
"8714","Chile","14/06/2020","8.3_Other measures__Financial packages","new"
"8715","Chile","14/06/2020","8.3_Other measures__Financial packages","new"
"8716","Chile","15/06/2020","8.3_Other measures__Financial packages","new"
"8717","Chile","16/06/2020","8.3_Other measures__Financial packages","new"
"8718","Chile","16/06/2020","8.3_Other measures__Financial packages","new"
"8719","Chile","29/06/2020","8.3_Other measures__Financial packages","new"
"8720","Chile","02/07/2020","8.3_Other measures__Financial packages","new"
"8721","Chile","03/07/2020","8.3_Other measures__Financial packages","new"
"8722","Chile","05/07/2020","8.3_Other measures__Financial packages","new"
"8723","Chile","01/06/2020","8.5_Other measures__Other","new"
"8724","Chile","01/04/2020","8.2_Other measures__Scaling up","new"
"8725","Chile","20/05/2020","8.2_Other measures__Scaling up","new"
"8726","Chile","02/06/2020","8.2_Other measures__Scaling up","new"
"8727","Chile","07/06/2020","8.2_Other measures__Scaling up","new"
"8728","Chile","14/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8729","Chile","17/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8730","Chile","12/05/2020","8.2_Other measures__Scaling up","new"
"8731","Chile","25/05/2020","8.2_Other measures__Scaling up","new"
"8732","China","04/02/2020","8.3_Other measures__Financial packages","new"
"8733","China","23/02/2020","8.3_Other measures__Financial packages","new"
"8734","China","04/03/2020","8.3_Other measures__Financial packages","new"
"8735","China","08/03/2020","8.3_Other measures__Financial packages","new"
"8736","China","13/03/2020","8.3_Other measures__Financial packages","new"
"8737","China","14/03/2020","8.3_Other measures__Financial packages","new"
"8738","China","15/03/2020","8.3_Other measures__Financial packages","new"
"8739","China","27/03/2020","8.3_Other measures__Financial packages","new"
"8740","China","11/04/2020","8.3_Other measures__Financial packages","new"
"8741","China","13/04/2020","8.3_Other measures__Financial packages","new"
"8742","China","19/04/2020","8.3_Other measures__Financial packages","new"
"8743","China","23/04/2020","8.3_Other measures__Financial packages","new"
"8744","China","12/05/2020","8.3_Other measures__Financial packages","new"
"8745","China","18/05/2020","8.3_Other measures__Financial packages","new"
"8746","China","21/05/2020","8.3_Other measures__Financial packages","new"
"8747","China","22/05/2020","8.3_Other measures__Financial packages","new"
"8748","China","23/05/2020","8.3_Other measures__Financial packages","new"
